Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,OffenseCount
,21-X5550352,Person,Centennial,1/24/2021,2230,Assault Offenses,Simple Assault,,,,,1/24/2021,1
,21-X5550354,Person,Wilkes,1/24/2021,2251,Assault Offenses,Simple Assault,,,,,1/24/2021,2
,21-X5550374,Person,Montavilla,1/18/2021,1311,Assault Offenses,Simple Assault,,,,,1/18/2021,2
,21-X5550378,Person,Argay,12/22/2020,1200,Sex Offenses,Fondling,,,,,1/7/2021,1
,21-X5550392,Person,Centennial,1/19/2021,2309,Assault Offenses,Simple Assault,,,,,1/19/2021,2
,21-X5550399,Person,South Burlingame,9/1/2017,0001,Sex Offenses,Rape,,,,,1/12/2021,1
,21-X5550449,Person,Humboldt,1/16/2021,0715,Assault Offenses,Simple Assault,,,,,1/16/2021,1
,21-X5550461,Society,Vernon,5/1/2020,0000,Pornography/Obscene Material,Pornography/Obscene Material,,,,,1/16/2021,1
,21-X5550490,Person,Centennial,1/25/2021,0300,Assault Offenses,Simple Assault,,,,,1/25/2021,1
,21-X5550493,Person,Humboldt,1/24/2021,2100,Assault Offenses,Aggravated Assault,,,,,1/25/2021,1
,21-X5550493,Property,Humboldt,1/24/2021,2100,Burglary,Burglary,,,,,1/25/2021,1
,21-X5550518,Person,Buckman East,1/25/2021,1306,Assault Offenses,Aggravated Assault,,,,,1/25/2021,12
,21-X5550518,Person,Buckman East,1/25/2021,1306,Assault Offenses,Simple Assault,,,,,1/25/2021,1
,21-X5550518,Person,Buckman East,1/25/2021,1306,Homicide Offenses,Murder and Non-negligent Manslaughter,,,,,1/25/2021,1
,21-X5550551,Person,Kenton,1/3/2021,2045,Kidnapping/Abduction,Kidnapping/Abduction,,,,,1/3/2021,1
,21-X5550557,Person,Centennial,1/4/2021,1300,Assault Offenses,Intimidation,,,,,1/4/2021,1
,21-X5550561,Property,Mt Scott-Arleta,1/6/2021,1859,Robbery,Robbery,,,,,1/6/2021,1
,21-X5550564,Person,Cully,7/1/2020,0000,Sex Offenses,Rape,,,,,1/19/2021,1
,21-X5550579,Person,Downtown,1/25/2021,1158,Assault Offenses,Aggravated Assault,,,,,1/25/2021,1
,21-X5550589,Person,West Portland Park,1/25/2021,1128,Assault Offenses,Aggravated Assault,,,,,1/25/2021,1
,21-X5550599,Person,Parkrose,1/25/2021,2211,Assault Offenses,Simple Assault,,,,,1/25/2021,1
,21-X5550614,Person,Woodstock,1/25/2021,2222,Assault Offenses,Aggravated Assault,,,,,1/25/2021,1
,21-X5550615,Person,Portsmouth,1/25/2021,1159,Assault Offenses,Simple Assault,,,,,1/25/2021,1
,21-X5550650,Person,Creston-Kenilworth,1/1/2021,0000,Sex Offenses,Statutory Rape,,,,,1/6/2021,1
,21-X5550656,Person,Hollywood,1/26/2021,0212,Assault Offenses,Aggravated Assault,,,,,1/26/2021,1
,21-X5550723,Property,Parkrose,1/25/2021,1619,Vandalism,Vandalism,,,,,1/25/2021,1
,21-X5550732,Person,Northwest,1/1/2021,2227,Assault Offenses,Simple Assault,,,,,1/1/2021,1
,21-X5550770,Person,Northwest,1/25/2021,1145,Assault Offenses,Intimidation,,,,,1/25/2021,2
,21-X5550787,Person,Buckman East,1/25/2021,1600,Assault Offenses,Simple Assault,,,,,1/25/2021,1
,21-X5550787,Property,Buckman East,1/25/2021,1600,Larceny Offenses,Theft From Building,,,,,1/25/2021,1
,21-X5550845,Person,King,1/26/2021,1337,Assault Offenses,Aggravated Assault,,,,,1/26/2021,1
,21-X5550856,Person,Downtown,1/9/2021,1000,Kidnapping/Abduction,Kidnapping/Abduction,,,,,1/9/2021,1
,21-X5550875,Person,Creston-Kenilworth,1/26/2021,1323,Assault Offenses,Intimidation,,,,,1/26/2021,1
,21-X5550914,Person,Creston-Kenilworth,11/24/2020,1500,Assault Offenses,Aggravated Assault,,,,,1/26/2021,1
,21-X5550929,Person,Homestead,1/26/2021,1007,Assault Offenses,Aggravated Assault,,,,,1/26/2021,1
,21-X5550931,Person,Wilkes,1/26/2021,1234,Assault Offenses,Aggravated Assault,,,,,1/26/2021,1
,21-X5550933,Person,Cully,1/26/2021,1317,Assault Offenses,Simple Assault,,,,,1/26/2021,1
,21-X5550935,Person,University Park,1/26/2021,1443,Assault Offenses,Simple Assault,,,,,1/26/2021,1
,21-X5550936,Person,Parkrose,1/25/2021,2359,Assault Offenses,Intimidation,,,,,1/26/2021,1
,21-X5550937,Person,South Tabor,1/26/2021,1800,Assault Offenses,Simple Assault,,,,,1/26/2021,1
,21-X5550938,Person,Piedmont,1/26/2021,2119,Assault Offenses,Aggravated Assault,,,,,1/26/2021,1
,21-X5551014,Property,Concordia,1/26/2021,1959,Vandalism,Vandalism,,,,,1/26/2021,1
,21-X5551017,Person,Buckman East,1/27/2021,0303,Assault Offenses,Simple Assault,,,,,1/27/2021,1
,21-X5551020,Person,Parkrose,1/12/2021,0300,Sex Offenses,Rape,,,,,1/26/2021,1
,21-X5551055,Person,Northwest,1/24/2021,1326,Sex Offenses,Rape,,,,,1/24/2021,1
,21-X5551079,Property,Brentwood-Darlington,1/3/2021,2205,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,,,,,1/3/2021,1
,21-X5551092,Person,,1/24/2021,1119,Sex Offenses,Rape,,,,,1/24/2021,1
,21-X5551106,Person,Mill Park,1/19/2021,0135,Sex Offenses,Rape,,,,,1/21/2021,1
,21-X5551114,Person,Brentwood-Darlington,1/27/2021,1220,Assault Offenses,Simple Assault,,,,,1/27/2021,1
,21-X5551148,Person,Humboldt,1/25/2021,0000,Assault Offenses,Aggravated Assault,,,,,1/27/2021,1
,21-X5551148,Person,Humboldt,1/25/2021,0000,Kidnapping/Abduction,Kidnapping/Abduction,,,,,1/27/2021,1
,21-X5551164,Person,Lents,1/26/2021,2321,Assault Offenses,Aggravated Assault,,,,,1/26/2021,2
,21-X5551178,Person,,1/13/2021,0100,Sex Offenses,Rape,,,,,1/27/2021,1
,21-X5551194,Person,Creston-Kenilworth,1/27/2021,1303,Assault Offenses,Simple Assault,,,,,1/27/2021,2
,21-X5551199,Person,Parkrose Heights,1/27/2021,0400,Assault Offenses,Intimidation,,,,,1/27/2021,1
,21-X5551228,Property,Sellwood-Moreland,1/6/2021,1200,Motor Vehicle Theft,Motor Vehicle Theft,,,,,1/27/2021,1
,21-X5551254,Person,Powellhurst-Gilbert,1/27/2021,2321,Assault Offenses,Simple Assault,,,,,1/27/2021,1
,21-X5551260,Person,Cully,1/27/2021,1646,Assault Offenses,Aggravated Assault,,,,,1/27/2021,1
,21-X5551277,Person,Centennial,1/28/2021,0001,Assault Offenses,Aggravated Assault,,,,,1/28/2021,1
,21-X5551278,Person,Powellhurst-Gilbert,1/28/2021,0113,Assault Offenses,Intimidation,,,,,1/28/2021,1
,21-X5551279,Person,King,1/28/2021,0215,Assault Offenses,Intimidation,,,,,1/28/2021,1
,21-X5551293,Person,Lents,1/26/2021,2321,Assault Offenses,Aggravated Assault,,,,,1/26/2021,1
,21-X5551508,Property,St Johns,1/28/2021,0433,Robbery,Robbery,,,,,1/28/2021,1
,21-X5551592,Person,Northwest,1/28/2021,0006,Assault Offenses,Simple Assault,,,,,1/28/2021,1
,21-X5551599,Person,Centennial,1/28/2021,0730,Assault Offenses,Simple Assault,,,,,1/28/2021,1
,21-X5551605,Person,Montavilla,1/28/2021,1838,Assault Offenses,Aggravated Assault,,,,,1/28/2021,1
,21-X5551605,Person,Montavilla,1/28/2021,1838,Assault Offenses,Simple Assault,,,,,1/28/2021,1
,21-X5551605,Society,Montavilla,1/28/2021,1838,Weapon Law Violations,Weapons Law Violations,,,,,1/28/2021,1
,21-X5551607,Person,Piedmont,1/28/2021,1720,Kidnapping/Abduction,Kidnapping/Abduction,,,,,1/28/2021,1
,21-X5551632,Person,St Johns,1/29/2021,0100,Assault Offenses,Simple Assault,,,,,1/29/2021,1
,21-X5551696,Person,Northwest,1/29/2021,0639,Assault Offenses,Simple Assault,,,,,1/29/2021,1
,21-X5551739,Person,Powellhurst-Gilbert,1/28/2021,1933,Assault Offenses,Aggravated Assault,,,,,1/28/2021,5
,21-X5551759,Property,,1/14/2021,2020,Larceny Offenses,All Other Larceny,,,,,1/14/2021,1
,21-X5551788,Person,Downtown,1/27/2021,0600,Assault Offenses,Aggravated Assault,,,,,1/29/2021,1
,21-X5551789,Property,Downtown,1/29/2021,1024,Vandalism,Vandalism,,,,,1/29/2021,1
,21-X5551793,Property,Argay,1/17/2021,1200,Vandalism,Vandalism,,,,,1/17/2021,1
,21-X5551794,Person,Northwest,1/17/2021,1511,Assault Offenses,Simple Assault,,,,,1/17/2021,1
,21-X5551798,Person,Northwest,1/29/2021,1734,Assault Offenses,Simple Assault,,,,,1/29/2021,1
,21-X5551801,Person,Kenton,1/29/2021,1702,Assault Offenses,Simple Assault,,,,,1/29/2021,1
,21-X5551875,Person,Creston-Kenilworth,1/2/2021,0600,Assault Offenses,Simple Assault,,,,,1/5/2021,1
,21-X5551878,Person,Crestwood,1/29/2021,2045,Assault Offenses,Simple Assault,,,,,1/29/2021,1
,21-X5551966,Person,Cully,1/9/2021,1646,Assault Offenses,Simple Assault,,,,,1/9/2021,1
,21-X5552039,Property,Piedmont,1/9/2021,2200,Vandalism,Vandalism,,,,,1/9/2021,1
,21-X5552108,Person,Downtown,1/30/2021,0934,Assault Offenses,Simple Assault,,,,,1/30/2021,1
,21-X5552117,Person,Powellhurst-Gilbert,1/30/2021,1316,Assault Offenses,Aggravated Assault,,,,,1/30/2021,1
,21-X5552125,Person,Hazelwood,1/30/2021,1244,Assault Offenses,Simple Assault,,,,,1/30/2021,1
,21-X5552140,Person,Madison South,1/30/2021,1820,Assault Offenses,Aggravated Assault,,,,,1/30/2021,1
,21-X5552145,Person,Goose Hollow,1/30/2021,1503,Assault Offenses,Simple Assault,,,,,1/30/2021,1
,21-X5552249,Person,Hazelwood,1/30/2021,2206,Assault Offenses,Simple Assault,,,,,1/30/2021,1
,21-X5552259,Person,Montavilla,1/30/2021,1257,Assault Offenses,Aggravated Assault,,,,,1/30/2021,1
,21-X5552326,Person,North Tabor,1/14/2021,2024,Assault Offenses,Intimidation,,,,,1/15/2021,1
,21-X5552327,Property,Lloyd,1/14/2021,2000,Robbery,Robbery,,,,,1/15/2021,1
,21-X5552328,Property,Sullivan's Gulch,1/14/2021,1200,Larceny Offenses,Theft From Building,,,,,1/15/2021,1
,21-X5552334,Person,King,1/15/1988,1201,Sex Offenses,Rape,,,,,1/15/2021,1
,21-X5552334,Person,King,1/15/1988,1201,Sex Offenses,Sodomy,,,,,1/15/2021,1
,21-X5552381,Person,Madison South,1/14/2021,2225,Sex Offenses,Sexual Assault With An Object,,,,,1/14/2021,1
,21-X5552381,Property,Madison South,1/14/2021,2225,Robbery,Robbery,,,,,1/14/2021,1
,21-X5552404,Property,Parkrose,1/6/2021,1200,Larceny Offenses,Purse-Snatching,,,,,1/7/2021,1
,21-X5552439,Person,Kenton,1/31/2021,0326,Assault Offenses,Aggravated Assault,,,,,1/31/2021,1
,21-X5552476,Person,Downtown,1/31/2021,0431,Assault Offenses,Simple Assault,,,,,1/31/2021,1
,21-X5552531,Person,Kerns,1/31/2021,1100,Assault Offenses,Simple Assault,,,,,1/31/2021,1
,21-X5552565,Person,Sumner,1/27/2021,1400,Kidnapping/Abduction,Kidnapping/Abduction,,,,,1/27/2021,1
,21-X5552568,Person,Powellhurst-Gilbert,1/29/2021,1809,Sex Offenses,Rape,,,,,1/29/2021,1
,21-X5552570,Person,Old Town/Chinatown,1/29/2021,1215,Sex Offenses,Rape,,,,,1/30/2021,1
,21-X5552574,Person,Montavilla,1/8/2021,2100,Sex Offenses,Rape,,,,,1/9/2021,1
,21-X5552575,Person,Cully,1/10/2021,1515,Sex Offenses,Rape,,,,,1/10/2021,1
,21-X5552577,Person,Parkrose,12/29/2020,2358,Sex Offenses,Statutory Rape,,,,,1/29/2021,1
,21-X5552579,Person,Kenton,1/17/2021,0823,Sex Offenses,Statutory Rape,,,,,1/17/2021,2
,21-X5552582,Person,King,1/1/1987,1200,Sex Offenses,Sexual Assault With An Object,,,,,1/13/2021,1
,21-X5552583,Person,Parkrose Heights,12/20/2020,0100,Sex Offenses,Sodomy,,,,,1/19/2021,1
,21-X5552585,Person,,1/28/2021,1600,Sex Offenses,Sodomy,,,,,1/29/2021,1
,21-X5552635,Person,Hazelwood,1/31/2021,1730,Homicide Offenses,Murder and Non-negligent Manslaughter,,,,,1/31/2021,1
,21-X5552638,Person,Brentwood-Darlington,1/31/2021,0059,Assault Offenses,Simple Assault,,,,,1/31/2021,2
,21-X5552641,Person,Wilkes,1/31/2021,1521,Assault Offenses,Simple Assault,,,,,1/31/2021,1
,21-X5552642,Person,Glenfair,1/17/2021,1500,Assault Offenses,Simple Assault,,,,,1/27/2021,1
,21-X5552643,Property,Overlook,1/24/2021,1707,Vandalism,Vandalism,,,,,1/31/2021,1
,21-X5552646,Person,East Columbia,1/29/2021,1900,Assault Offenses,Aggravated Assault,,,,,1/29/2021,1
,21-X5552646,Property,East Columbia,1/29/2021,1900,Vandalism,Vandalism,,,,,1/29/2021,1
,21-X5552648,Person,Powellhurst-Gilbert,1/31/2021,0453,Assault Offenses,Simple Assault,,,,,1/31/2021,1
,21-X5552650,Person,Reed,1/30/2021,2105,Assault Offenses,Aggravated Assault,,,,,1/30/2021,1
,21-X5552660,Person,Lents,1/31/2021,2006,Assault Offenses,Simple Assault,,,,,1/31/2021,1
,21-X5552663,Person,Pleasant Valley,1/31/2021,1845,Assault Offenses,Aggravated Assault,,,,,1/31/2021,1
,21-X5552665,Person,Lents,1/30/2021,1200,Assault Offenses,Intimidation,,,,,1/31/2021,1
,21-X5552673,Person,Glenfair,1/31/2021,2346,Assault Offenses,Aggravated Assault,,,,,2/1/2021,1
,21-X5552682,Property,Creston-Kenilworth,1/7/2021,2038,Burglary,Burglary,,,,,1/7/2021,1
,21-X5552696,Property,Downtown,1/8/2021,0600,Burglary,Burglary,,,,,1/8/2021,1
,21-X5552832,Property,Woodstock,1/2/2021,0900,Burglary,Burglary,,,,,1/12/2021,1
,21-X5552914,Property,Downtown,1/31/2021,1352,Robbery,Robbery,,,,,1/31/2021,1
,21-X5552946,Society,Sunnyside,1/16/2021,1549,Pornography/Obscene Material,Pornography/Obscene Material,,,,,1/16/2021,1
,21-X5552961,Person,Hazelwood,2/1/2021,0759,Assault Offenses,Aggravated Assault,,,,,2/1/2021,1
,21-X5552977,Person,Hollywood,2/1/2021,0744,Assault Offenses,Simple Assault,,,,,2/1/2021,1
,21-X5553081,Person,Buckman East,2/1/2021,1200,Assault Offenses,Simple Assault,,,,,2/1/2021,1
,21-X5553087,Person,East Columbia,2/1/2021,1539,Assault Offenses,Aggravated Assault,,,,,2/1/2021,1
,21-X5553104,Person,Lents,2/1/2021,1937,Assault Offenses,Simple Assault,,,,,2/1/2021,1
,21-X5553106,Person,Glenfair,2/1/2021,1717,Assault Offenses,Aggravated Assault,,,,,2/1/2021,1
,21-X5553106,Person,Glenfair,2/1/2021,1717,Kidnapping/Abduction,Kidnapping/Abduction,,,,,2/1/2021,1
,21-X5553125,Person,St Johns,2/1/2021,2140,Assault Offenses,Simple Assault,,,,,2/1/2021,1
,21-X5553125,Property,St Johns,2/1/2021,2140,Vandalism,Vandalism,,,,,2/1/2021,1
,21-X5553137,Person,Powellhurst-Gilbert,2/2/2021,0215,Assault Offenses,Aggravated Assault,,,,,2/2/2021,2
,21-X5553137,Society,Powellhurst-Gilbert,2/2/2021,0215,Weapon Law Violations,Weapons Law Violations,,,,,2/2/2021,1
,21-X5553193,Person,Lents,1/24/2021,1021,Assault Offenses,Simple Assault,,,,,1/24/2021,1
,21-X5553306,Person,Mill Park,2/2/2021,0708,Assault Offenses,Aggravated Assault,,,,,2/2/2021,3
,21-X5553306,Property,Mill Park,2/2/2021,0708,Burglary,Burglary,,,,,2/2/2021,1
,21-X5553402,Property,Centennial,2/1/2021,2236,Larceny Offenses,Theft From Building,,,,,2/1/2021,1
,21-X5553439,Person,Multnomah,2/2/2021,1005,Assault Offenses,Simple Assault,,,,,2/2/2021,1
,21-X5553440,Person,Multnomah,1/28/2021,1300,Assault Offenses,Aggravated Assault,,,,,2/2/2021,1
,21-X5553459,Person,Montavilla,2/2/2021,1716,Assault Offenses,Aggravated Assault,,,,,2/2/2021,1
,21-X5553506,Person,Downtown,2/2/2021,1042,Assault Offenses,Simple Assault,,,,,2/2/2021,1
,21-X5553507,Person,Homestead,12/1/2020,2300,Assault Offenses,Simple Assault,,,,,2/2/2021,1
,21-X5553509,Property,Powellhurst-Gilbert,2/2/2021,1715,Burglary,Burglary,,,,,2/2/2021,1
,21-X5553549,Person,Powellhurst-Gilbert,2/3/2021,0131,Assault Offenses,Simple Assault,,,,,2/3/2021,1
,21-X5553584,Person,Brentwood-Darlington,1/19/2021,2048,Assault Offenses,Aggravated Assault,,,,,1/19/2021,2
,21-X5553584,Person,Brentwood-Darlington,1/19/2021,2048,Assault Offenses,Simple Assault,,,,,1/19/2021,1
,21-X5553604,Person,Hosford-Abernethy,2/2/2021,1044,Assault Offenses,Simple Assault,,,,,2/2/2021,1
,21-X5553612,Person,South Portland,1/22/2021,2300,Assault Offenses,Simple Assault,,,,,1/24/2021,1
,21-X5553640,Person,,1/30/2021,2309,Assault Offenses,Intimidation,,,,,1/30/2021,1
,21-X5553664,Person,Boise,2/1/2021,2352,Sex Offenses,Fondling,,,,,2/1/2021,1
,21-X5553717,Person,Woodstock,2/3/2021,0908,Assault Offenses,Aggravated Assault,,,,,2/3/2021,1
,21-X5553790,Property,Madison South,2/2/2021,1350,Vandalism,Vandalism,,,,,2/2/2021,1
,21-X5553883,Person,Wilkes,2/3/2021,2010,Assault Offenses,Aggravated Assault,,,,,2/3/2021,1
,21-X5553891,Person,Mill Park,2/4/2021,0109,Assault Offenses,Simple Assault,,,,,2/4/2021,1
,21-X5553918,Person,Pleasant Valley,2/3/2021,2113,Assault Offenses,Simple Assault,,,,,2/3/2021,1
,21-X5553936,Person,Montavilla,2/3/2021,2158,Assault Offenses,Simple Assault,,,,,2/3/2021,1
,21-X5553936,Property,Montavilla,2/3/2021,2158,Larceny Offenses,All Other Larceny,,,,,2/3/2021,1
,21-X5554045,Person,Cully,12/1/2019,0700,Sex Offenses,Rape,,,,,2/4/2021,1
,21-X5554121,Person,Lents,1/14/2021,1158,Assault Offenses,Simple Assault,,,,,1/14/2021,1
,21-X5554187,Person,Multnomah,2/4/2021,0600,Assault Offenses,Simple Assault,,,,,2/4/2021,1
,21-X5554224,Person,St Johns,2/4/2021,1720,Assault Offenses,Aggravated Assault,,,,,2/4/2021,1
,21-X5554227,Person,Homestead,2/4/2021,1109,Assault Offenses,Simple Assault,,,,,2/4/2021,2
,21-X5554229,Person,Brentwood-Darlington,2/4/2021,1201,Assault Offenses,Simple Assault,,,,,2/4/2021,1
,21-X5554366,Property,Wilkes,12/31/2020,1640,Larceny Offenses,All Other Larceny,,,,,1/10/2021,1
,21-X5554507,Property,Hazelwood,2/1/2021,0800,Motor Vehicle Theft,Motor Vehicle Theft,,,,,2/5/2021,1
,21-X5554657,Person,Argay,2/5/2021,0549,Assault Offenses,Simple Assault,,,,,2/5/2021,1
,21-X5554673,Person,Creston-Kenilworth,2/5/2021,1000,Assault Offenses,Simple Assault,,,,,2/5/2021,1
,21-X5554677,Person,Mt Scott-Arleta,2/5/2021,1205,Assault Offenses,Simple Assault,,,,,2/5/2021,1
,21-X5554679,Person,Glenfair,2/5/2021,1315,Assault Offenses,Aggravated Assault,,,,,2/5/2021,1
,21-X5554688,Person,Hazelwood,2/4/2021,0454,Assault Offenses,Simple Assault,,,,,2/4/2021,1
,21-X5554688,Property,Hazelwood,2/4/2021,0454,Vandalism,Vandalism,,,,,2/4/2021,1
,21-X5554691,Person,Hazelwood,2/4/2021,2153,Assault Offenses,Aggravated Assault,,,,,2/4/2021,2
,21-X5554720,Person,Hazelwood,2/5/2021,1634,Homicide Offenses,Murder and Non-negligent Manslaughter,,,,,2/5/2021,1
,21-X5554726,Property,Russell,2/5/2021,1356,Vandalism,Vandalism,,,,,2/5/2021,1
,21-X5554728,Person,Woodstock,2/5/2021,1405,Assault Offenses,Intimidation,,,,,2/5/2021,1
,21-X5554792,Person,Madison South,2/4/2021,2129,Assault Offenses,Simple Assault,,,,,2/4/2021,2
,21-X5554796,Person,Hazelwood,2/6/2021,0417,Assault Offenses,Simple Assault,,,,,2/6/2021,1
,21-X5554891,Person,Kenton,2/6/2021,0057,Sex Offenses,Rape,,,,,2/6/2021,1
,21-X5554911,Person,Sunnyside,2/6/2021,0952,Assault Offenses,Simple Assault,,,,,2/6/2021,1
,21-X5554935,Person,Kerns,2/6/2021,1033,Assault Offenses,Simple Assault,,,,,2/6/2021,1
,21-X5554946,Person,Parkrose Heights,2/6/2021,1016,Assault Offenses,Simple Assault,,,,,2/6/2021,1
,21-X5554970,Person,Madison South,2/6/2021,1722,Assault Offenses,Simple Assault,,,,,2/6/2021,1
,21-X5554971,Person,Montavilla,2/6/2021,1730,Assault Offenses,Simple Assault,,,,,2/6/2021,1
,21-X5554977,Person,St Johns,2/6/2021,1830,Assault Offenses,Simple Assault,,,,,2/6/2021,1
,21-X5554978,Person,Pleasant Valley,2/6/2021,1536,Assault Offenses,Intimidation,,,,,2/6/2021,1
,21-X5554978,Property,Pleasant Valley,2/6/2021,1536,Vandalism,Vandalism,,,,,2/6/2021,1
,21-X5554980,Person,Pleasant Valley,2/6/2021,1952,Assault Offenses,Aggravated Assault,,,,,2/6/2021,1
,21-X5554980,Person,Pleasant Valley,2/6/2021,1952,Assault Offenses,Simple Assault,,,,,2/6/2021,1
,21-X5554993,Person,Hazelwood,2/6/2021,2301,Assault Offenses,Simple Assault,,,,,2/6/2021,1
,21-X5555005,Person,Centennial,2/6/2021,0338,Assault Offenses,Aggravated Assault,,,,,2/6/2021,1
,21-X5555123,Person,Parkrose,2/6/2021,2307,Assault Offenses,Aggravated Assault,,,,,2/6/2021,1
,21-X5555123,Person,Parkrose,2/6/2021,2307,Assault Offenses,Simple Assault,,,,,2/6/2021,1
,21-X5555162,Person,Homestead,2/7/2021,0343,Assault Offenses,Simple Assault,,,,,2/7/2021,1
,21-X5555176,Person,Lloyd,2/7/2021,0703,Assault Offenses,Aggravated Assault,,,,,2/7/2021,1
,21-X5555225,Person,Hazelwood,2/7/2021,0747,Assault Offenses,Aggravated Assault,,,,,2/7/2021,1
,21-X5555233,Person,Sumner,2/7/2021,1604,Assault Offenses,Simple Assault,,,,,2/7/2021,1
,21-X5555242,Person,Centennial,2/7/2021,1854,Assault Offenses,Simple Assault,,,,,2/7/2021,1
,21-X5555244,Person,Montavilla,2/7/2021,1929,Assault Offenses,Simple Assault,,,,,2/7/2021,2
,21-X5555261,Person,South Tabor,2/7/2021,1012,Assault Offenses,Simple Assault,,,,,2/7/2021,1
,21-X5555263,Person,Argay,1/16/2021,2021,Assault Offenses,Simple Assault,,,,,1/16/2021,1
,21-X5555268,Person,Madison South,2/3/2021,1231,Assault Offenses,Simple Assault,,,,,2/3/2021,2
,21-X5555276,Person,Eliot,2/6/2021,2252,Assault Offenses,Aggravated Assault,,,,,2/6/2021,1
,21-X5555277,Person,Northwest,2/3/2021,0748,Assault Offenses,Aggravated Assault,,,,,2/3/2021,1
,21-X5555281,Person,Cully,2/7/2021,0133,Assault Offenses,Simple Assault,,,,,2/7/2021,1
,21-X5555285,Person,Kenton,2/5/2021,1900,Assault Offenses,Simple Assault,,,,,2/7/2021,1
,21-X5555286,Person,Buckman West,2/6/2021,1300,Assault Offenses,Aggravated Assault,,,,,2/6/2021,1
,21-X5555289,Person,Hazelwood,2/4/2021,0240,Assault Offenses,Simple Assault,,,,,2/4/2021,1
,21-X5555306,Person,Pleasant Valley,2/5/2021,1729,Assault Offenses,Aggravated Assault,,,,,2/5/2021,1
,21-X5555311,Person,Mill Park,2/6/2021,0802,Assault Offenses,Simple Assault,,,,,2/6/2021,1
,21-X5555316,Person,Centennial,8/25/2020,2200,Sex Offenses,Rape,,,,,2/7/2021,1
,21-X5555343,Person,Goose Hollow,2/7/2021,2245,Assault Offenses,Simple Assault,,,,,2/7/2021,1
,21-X5555393,Property,Parkrose,2/5/2021,1430,Robbery,Robbery,,,,,2/6/2021,1
,21-X5555467,Property,Hayden Island,11/29/2020,0800,Burglary,Burglary,,,,,1/18/2021,1
,21-X5555546,Property,St Johns,1/18/2021,2040,Larceny Offenses,All Other Larceny,,,,,1/18/2021,1
,21-X5555585,Person,Mill Park,2/3/2021,1739,Assault Offenses,Simple Assault,,,,,2/3/2021,2
,21-X5555587,Person,Argay,1/26/2021,1245,Assault Offenses,Simple Assault,,,,,1/26/2021,1
,21-X5555839,Person,Centennial,2/7/2021,2207,Assault Offenses,Simple Assault,,,,,2/7/2021,1
,21-X5555843,Person,Bridlemile,2/8/2021,1721,Assault Offenses,Aggravated Assault,,,,,2/8/2021,1
,21-X5555846,Person,Multnomah,2/8/2021,2017,Assault Offenses,Simple Assault,,,,,2/8/2021,1
,21-X5555910,Property,Cully,1/16/2021,2130,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,,,,,1/18/2021,1
,21-X5555979,Property,Brentwood-Darlington,1/3/2021,0800,Fraud Offenses,False Pretenses/Swindle/Confidence Game,,,,,1/18/2021,1
,21-X5555998,Property,Madison South,1/27/2021,1916,Robbery,Robbery,,,,,1/28/2021,1
,21-X5556015,Person,Parkrose,1/30/2021,2100,Sex Offenses,Rape,,,,,2/2/2021,1
,21-X5556018,Person,Mill Park,2/9/2021,0416,Assault Offenses,Simple Assault,,,,,2/9/2021,1
,21-X5556019,Person,Rose City Park,5/1/2020,0000,Sex Offenses,Rape,,,,,2/3/2021,1
,21-X5556024,Person,Madison South,2/5/2021,2200,Sex Offenses,Rape,,,,,2/6/2021,1
,21-X5556024,Person,Madison South,2/5/2021,2200,Sex Offenses,Sodomy,,,,,2/6/2021,1
,21-X5556025,Person,Downtown,2/8/2021,2320,Assault Offenses,Simple Assault,,,,,2/8/2021,1
,21-X5556028,Person,Madison South,2/3/2021,2200,Sex Offenses,Rape,,,,,2/6/2021,1
,21-X5556030,Person,Lents,2/6/2021,0140,Sex Offenses,Rape,,,,,2/7/2021,1
,21-X5556046,Property,Portsmouth,1/31/2021,0200,Vandalism,Vandalism,,,,,1/31/2021,1
,21-X5556060,Property,Hazelwood,1/31/2021,0751,Vandalism,Vandalism,,,,,1/31/2021,1
